depression,depression_mean,depression_relative,age_mean,age_relative
156,0.9047619047619049,0.0022816166883963492,0.1549636803874092,0.0022816166883963492
157,0.9126984126984128,0.0029335071707953064,0.1111111111111111,0.0029335071707953064
158,0.9206349206349206,0.0016297262059973925,0.0847457627118644,0.0016297262059973925
159,0.9285714285714287,0.0022816166883963492,0.20823244552058112,0.0022816166883963492
160,0.9365079365079364,0.0009778357235984355,0.192090395480226,0.0009778357235984355
161,0.9444444444444444,0.001303780964797914,0.0635593220338983,0.001303780964797914
162,0.9523809523809523,0.001303780964797914,0.15677966101694918,0.001303780964797914
163,0.9603174603174603,0.001303780964797914,0.13135593220338984,0.001303780964797914
164,0.9682539682539683,0.0009778357235984355,0.0903954802259887,0.0009778357235984355
165,0.9761904761904762,0.001955671447196871,0.096045197740113,0.001955671447196871
166,0.9841269841269841,0.001303780964797914,0.13135593220338984,0.001303780964797914
167,0.9920634920634921,0.0009778357235984355,0.1016949152542373,0.0009778357235984355
168,1.0,0.002607561929595828,0.1461864406779661,0.002607561929595828
